"106","进口饮料",,,"73","80",,,,"0","0",,"0","0",,,"0","0","0","0/9/73/106:4:1"
"108","矿泉水",,,"73","100",,,,"0","0",,"0","0",,,"0","0","0","0/9/73/108:4:2"
"112","经典糖酥糕",,,"44","100",,,,"0","0",,"0","0",,,"0","0","0","0/9/44/112:4:3"
"140","退换货",,,"0","50",,,,"0","0",,"1","0",,,"0","0","0","0/140:2:4"
"139","养生豆类",,,"141","100",,,,"0","0",,"0","0",,,"0","0","0","0/9/150/141/139:5:4"
"149","精品水果",,,"141","50",,,,"0","0",,"0","0",,,"0","0","0","0/9/150/141/149:5:8"
"144","远到美味",,,"141","180",,,,"0","0",,"0","0",,,"0","0","0","0/9/150/141/144:5:7"
"145","天天1元购",,,"150","254",,,,"0","0",,"1","0",,,"0","0","0","0/9/150/145:4:2"
"146","示例分类",,,"9","255",,,,"0","0",,"0","0",,,"0","0","0","0/9/146:3:10"
"148","精品水果",,,"9","0",,,,"0","0",,"0","0",,,"0","0","0","0/9/148:3:11"
"137","国产水果",,,"5","100",,,,"0","0",,"0","0",,,"0","0","0","0/9/5/137:4:4"
"133","新年特供",,"限时特价，喜气羊羊！","9","0",,,,"0","0",,"0","0",,"year","0","0","0","0/9/133:3:8"
"128","今日爆款",,,"127","100",,,,"0","0",,"0","0",,,"0","0","0","0/9/127/128:4:1"
"127","今日爆款",,"每日爆款，限时特价！","9","0",,,,"0","0",,"0","0",,"hot","0","0","0","0/9/127:3:6"
"150","南京",,,"9","255",,,,"0","0",,"1","0",,,"0","0","0","0/9/150:3:12"
"151","上海",,,"9","254",,,,"0","0",,"1","0",,,"0","0","0","0/9/151:3:13"
"152","新鲜配送",,,"151","50",,,,"0","0",,"1","0",,,"0","0","0","0/9/151/152:4:1"
"153","天天1元购",,,"151","50",,,,"0","0",,"1","0",,,"0","0","0","0/9/151/153:4:2"
"154","精品水果",,,"152","50",,,,"0","0",,"1","0",,,"0","0","0","0/9/151/152/154:5:1"
"155","盛夏爆款",,,"150","50",,,,"0","0",,"1","0",,,"0","0","0","0/9/150/155:4:3"
"159","国产优选",,,"150","50",,,,"0","0",,"1","0",,,"0","0","0","0/9/150/159:4:5"
"158","进口佳品",,,"150","50",,,,"0","0",,"1","0",,,"0","0","0","0/9/150/158:4:4"
"160","盛夏爆款",,,"151","50",,,,"0","0",,"1","0",,,"0","0","0","0/9/151/160:4:3"
"161","国产优选",,,"151","50",,,,"0","0",,"1","0",,,"0","0","0","0/9/151/161:4:4"
"162","进口佳品",,,"151","50",,,,"0","0",,"1","0",,,"0","0","0","0/9/151/162:4:5"
