"16","1","0","1",,,"021-62483866",,"121.448609","31.25308",,"0","ECS000016","Yes文化艺术中心试听课程","+","125","0",,"29","0.000","999.00","8.00","8.00","1411286400","1445414400","1",,"8元试听课程","<p>&nbsp;地址：江宁路1306弄12号燕兴大厦601室</p>
<div>电话：021-62483866</div>
<div>&nbsp;</div>
<div>8元试听课程：竹笛，萧，葫芦丝和学习Do Re Mi，每周六上午10:30-11:30，限30人</div>","images/201409/thumb_img/16_thumb_G_1411351653704.jpg","images/201409/goods_img/16_G_1411351653580.jpg","images/201409/source_img/16_G_1411351653991.jpg","1",,"0","1","0","0","1411351561","100","0","0","0","0","1","0","1412881261","0",,"-1","-1","0",NULL,,"4",,"0","0"
"17","1","0","1",,,"15902111792",,"121.484672","31.242151",,"0","ECS000017","沁园水晶天然水晶玉石手串","+","90","0",,"29","0.000","300.00","8.00","8.00","1411286400","1445414400","1","30","8元获得天然水晶玉石手串一串","<p>地址：黄浦区人民路885号1412室</p>
<div>电话：15902111792</div>
<div>&nbsp;</div>
<div>8元获得天然水晶玉石手串一串（仅限前30名）</div>","images/201409/thumb_img/17_thumb_G_1411352078408.jpg","images/201409/goods_img/17_G_1411352078492.jpg","images/201409/source_img/17_G_1411352078742.jpg","1",,"0","1","0","0","1411351901","100","0","0","0","0","1","0","1414264222","0",,"-1","-1","0",NULL,,"6",,"0","0"
"420","143","0","0",,,,,"0","0","2个","1","YXR000420","优选台湾果肉细腻水仙芒(2个装)","+","1","0",,"10000","0.000","18.00","15.00","0.00","0","0","1",,,,,"images/201504/goods_img/420_G_1430344964598.jpg","images/201504/source_img/420_G_1430344964437.jpg","1",,"0","1","0","0","1429589473","9900","0","0","0","0","0","0","1432765804","0",,"-1","-1","0",NULL,,"0",,"0","0"
"421","142","0","0",,,,,"0","0","1袋","1","YXR000421","优选砀山水分炸弹大黄梨(4个装)","+","0","0",,"10000","0.000","0.00","10.00","0.00","0","0","1",,,,,"images/201504/goods_img/421_G_1430346832616.jpg","images/201504/source_img/421_G_1430346832810.jpg","1",,"0","1","0","0","1429780989","9600","0","0","0","0","0","0","1431152625","0",,"-1","-1","0",NULL,,"0",,"0","0"
"422","142","0","0",,,,,"0","0","1个","1","YXR001194","精品越南红红火火红心火龙果(1个装)","+","0","0",,"10000","0.000","0.00","19.00","0.00","0","0","1",,,,,"images/201504/goods_img/422_G_1430344921227.jpg","images/201504/source_img/422_G_1430344921371.jpg","1",,"0","1","0","0","1429780989","9200","0","0","0","0","0","0","1431152678","0",,"-1","-1","0",NULL,,"0",,"0","0"
"24","4","0","0",,"周一至周六 16:00-21:00","021-31131136","广中路805号上海大学科技园区","0","0","10个","0","ECS000024","精品国产黄心奇异果 3元/个","+","273","0",,"983","0.000","42.00","30.00","0.00","0","0","1",,,"<p>清新的黄色的果肉，乳白色的果心和芝麻般的黑色种籽以及浓郁清爽的香气，是佳沛奇异果中的小清新。营养全面丰富，是VC之王，适合各个年龄阶段的人。</p>
<p>精品国产黄心奇异果超低价<span style=""color: rgb(255, 0, 0);""><span style=""font-size: x-large;"">30元/10个</span></span></p>
<p>&nbsp;</p>","images/201410/thumb_img/24_thumb_G_1414438015214.jpg","images/201410/goods_img/24_G_1413167539224.jpg","images/201410/source_img/24_G_1413167539274.jpg","1",,"0","1","0","0","1412577290","990","0","0","0","0","0","0","1415216177","0",,"-1","-1","0",NULL,,"138","<p>&nbsp;<img src=""/images/upload/Image/QQ截图20141007220138.jpg"" width=""749"" height=""479"" alt="""" /></p>
<p><img src=""/images/upload/Image/QQ截图20141007220146.jpg"" width=""739"" height=""457"" alt="""" /></p>
<p><img src=""/images/upload/Image/QQ截图20141007220156.jpg"" width=""738"" height=""460"" alt="""" /></p>","0","0"
"23","4","0","0",,"周一至周六 16:00-21:00","021-31131136","广中路805号上海大学科技园区","0","0",,"1","ECS000023","陕西洛川红富士苹果2斤 约4个","+","880","0",,"1231","0.000","19.00","12.00","0.00","0","0","1",,,"<p>苹果的果实富含矿物质和维生素，为人们最常食用的一种水果。</p>
<p>苹果膳食纤维含量丰富，也含有大量的果胶，对于调整肠道菌群有很大的帮助。</p>
<p>10月份苹果自然成熟季，皮薄脆甜个头大，高钙高营养！</p>
<p>陕西红富士超低价&nbsp;<span style=""font-size: x-large;""><span style=""color: rgb(255, 0, 0);"">6元/斤！</span></span></p>
<p>&nbsp;</p>","images/201410/thumb_img/23_thumb_G_1414438006103.jpg","images/201410/goods_img/23_G_1413167713879.jpg","images/201410/source_img/23_G_1413167713166.jpg","1",,"1","1","0","0","1412574986","1000","0","0","0","0","0","0","1415215924","0",,"-1","-1","0",NULL,,"225","<p>&nbsp;<img src=""/images/upload/Image/QQ截图20141006222631.jpg"" width=""799"" height=""457"" alt="""" /></p>
<p><img src=""/images/upload/Image/CgMBmFMiXrKAQB9HAAGilsVYz3E98300.jpg"" width=""750"" height=""518"" alt="""" /></p>
<p><img src=""/images/upload/Image/CgQDr1MiXrOAKAGOAAMXsA6tXpo05600.jpg"" width=""750"" height=""1050"" alt="""" /></p>","0","0"
"26","4","0","0",,"周一至周六 16:00-21:00","021-31131136","广中路805号上海大学科技园区","0","0","5个","0","ECS000026","墨西哥进口牛油果 营养丰富居家必备 7元每人限购5个","+","196","0",,"1019","0.000","42.00","35.00","0.00","0","0","1",,,"<p>牛油果产于墨西哥和中美洲，含有富含钾、叶酸以及丰富的维生素B6，也含有多种矿质元素。（钾、钙、铁、镁、磷、钠、锌、铜、锰、硒等）</p>
<p>&nbsp;</p>
<p>墨西哥牛油果是一种营养价值很高的水果，含多种维生素、丰富的脂肪酸和蛋白质，钠、钾、镁、钙等含量也高，营养价值与奶油相当，有&ldquo;森林奶油&rdquo;的美誉。除作生果食用外也可作菜肴和罐头。</p>
<p>&nbsp;</p>
<p><span style=""color: rgb(255, 102, 0);"">温馨提示：在0-7℃冷藏或置于避光阴凉条件下储存为佳，熟一点味道更佳！</span></p>
<p>&nbsp;</p>
<p>墨西哥进口牛油果超低价<span style=""color: rgb(255, 0, 0);""><span style=""font-size: x-large;"">7元/个</span></span></p>
<p>&nbsp;</p>
<p><span style=""color: rgb(0, 0, 255);"">购买须知：</span></p>
<ul>
    <li><font color=""#0000ff"">1份起售，每份5个</font></li>
    <li><span style=""color: rgb(0, 0, 255);"">无需预约凭订单号即可领取</span></li>
    <li><span style=""color: rgb(0, 0, 255);"">本商品参与 &ldquo;有些人特惠满100减10活动&rdquo;</span></li>
    <li><span style=""color: rgb(0, 0, 255);"">数量有限，欲购从速</span></li>
</ul>
<p>&nbsp;</p>","images/201410/thumb_img/26_thumb_G_1414437985268.jpg","images/201410/goods_img/26_G_1413167140407.jpg","images/201410/source_img/26_G_1413167140285.jpg","1",,"0","1","0","0","1412578434","970","0","0","0","0","0","0","1414974011","0",,"-1","-1","0",NULL,,"53","<p><img src=""/images/upload/Image/QQ截图20141006225308.jpg"" width=""784"" height=""347"" alt="""" /></p>
<p><img src=""/images/upload/Image/QQ截图20141006225317.jpg"" width=""746"" height=""517"" alt="""" /></p>
<p><img src=""/images/upload/Image/QQ截图20141006225334.jpg"" width=""744"" height=""579"" alt="""" /></p>","0","0"
"27","4","0","0",,"周一至周六 16:00-21:00","021-31131136","广中路805号上海大学科技园区","0","0","4对","0","ECS000027","正宗阳澄湖大闸蟹 雄4两雌3.5两 每个只要30元 4对起售","+","66","0",,"977","0.000","288.00","240.00","0.00","0","0","1",,,"<p>阳澄湖大闸蟹，又名金爪蟹，产于苏州阳澄湖。蟹身不沾泥，俗称清水大闸蟹，体大膘肥，青壳白肚，金爪黄毛。肉质膏腻，十肢矫健，置于玻璃板上能迅速爬行。每逢金风送爽、菊花盛开之时，正是金爪蟹上市的旺季。农历9月的雌蟹、10月的雄蟹，性腺发育最佳。煮熟凝结，雌者成金黄色，雄者如白玉状，滋味鲜美，是享誉中国的名牌产品。</p>
<p>正宗阳澄湖大闸蟹超值价，雄4两雌3.5两，每个只要<span style=""color: rgb(255, 0, 0);""><span style=""font-size: x-large;"">30元</span></span></p>
<p>&nbsp;</p>
<p><span style=""color: rgb(0, 0, 255);"">购买须知：</span></p>
<ul>
    <li><font color=""#0000ff"">1份起售，每份4对，雄3.5-4两，雌3-3.5两</font></li>
    <li><span style=""color: rgb(0, 0, 255);"">无需预约凭订单号即可领取</span></li>
    <li><span style=""color: rgb(0, 0, 255);"">本商品参与 &ldquo;有些人特惠满100减10活动&rdquo;</span></li>
    <li><span style=""color: rgb(0, 0, 255);"">数量有限，欲购从速</span></li>
</ul>
<p>&nbsp;</p>","images/201410/thumb_img/27_thumb_G_1413165561793.jpg","images/201410/goods_img/27_G_1413165561800.jpg","images/201410/source_img/27_G_1413165561905.jpg","1",,"0","1","0","0","1412579091","950","0","0","0","0","0","0","1414974012","0",,"-1","-1","0",NULL,,"57","<p><img src=""/images/upload/Image/QQ截图20141006230308.jpg"" width=""669"" height=""406"" alt="""" /></p>
<p><img src=""/images/upload/Image/QQ截图20141006230315.jpg"" width=""671"" height=""429"" alt="""" /></p>
<p><img src=""/images/upload/Image/QQ截图20141006230324.jpg"" width=""667"" height=""428"" alt="""" /></p>
<p><img src=""/images/upload/Image/QQ截图20141006230330.jpg"" width=""668"" height=""429"" alt="""" /></p>","0","0"
"28","4","0","0",,"周一至周六 16:00-21:00","021-31131136","广中路805号上海大学科技园区","0","0","4对","0","ECS000028","太湖大闸蟹 蟹黄丰美 雄4两雌3.5两 每个只要20元 4对起售","+","66","0",,"936","0.000","192.00","160.00","0.00","0","0","1",,,"<p>太湖蟹，生长于太湖水域，亦称螃蟹，其背壳坚隆凹纹似虎色青黑，腹青白色，腹下有脐，雄尖雌团，内有硬毛。蟹个大体重，蟹黄肥厚，肉质细嫩，腴美异常，辨别太湖蟹可从&ldquo;青壳、白肚、金爪、黄毛、体壮&rdquo;这五个特征入手。</p>
<p>太湖大闸蟹蟹黄丰美，雄4两雌3.5两，每个只要<span style=""color: rgb(255, 0, 0);""><span style=""font-size: x-large;"">20元</span></span></p>
<p>&nbsp;</p>
<p><span style=""color: rgb(0, 0, 255);"">购买须知：</span></p>
<ul>
    <li><font color=""#0000ff"">1份起售，每份4对，雄3.5-4两，雌3-3.5两</font></li>
    <li><span style=""color: rgb(0, 0, 255);"">无需预约凭订单号即可领取</span></li>
    <li><span style=""color: rgb(0, 0, 255);"">本商品参与 &ldquo;有些人特惠满100减10活动&rdquo;</span></li>
    <li><span style=""color: rgb(0, 0, 255);"">数量有限，欲购从速</span></li>
</ul>
<p>&nbsp;</p>","images/201410/thumb_img/28_thumb_G_1413165248140.jpg","images/201410/goods_img/28_G_1413165248780.jpg","images/201410/source_img/28_G_1413165248869.jpg","1",,"0","1","0","1","1412579489","940","0","0","0","0","0","0","1414974010","0",,"-1","-1","0",NULL,,"70","<p><img src=""/images/upload/Image/QQ截图20141006231350.jpg"" width=""744"" height=""621"" alt="""" /></p>
<p><img src=""/images/upload/Image/QQ截图20141006231408.jpg"" width=""750"" height=""583"" alt="""" /></p>
<p><img src=""/images/upload/Image/QQ截图20141006231423.jpg"" width=""737"" height=""506"" alt="""" /></p>","0","0"
"29","4","0","0",,"周一至周六 16:00-21:00","021-31131136","广中路805号上海大学科技园区","0","0","6斤","0","ECS000029","苏北洋鸡蛋 当天运输 保质新鲜 全城最低5.5元/斤 6斤起售","+","253","0",,"1017","0.000","42.00","35.00","0.00","0","0","1",,,"<p>人们通常认为，土鸡在自然环境中生长，吃的也都是天然食物，产出的鸡蛋品质自然会好一些。而一般养鸡场生产的鸡蛋，也就是人们常说的&ldquo;洋鸡蛋&rdquo;，因采用了专门的产蛋鸡种和配合饲料，其营养价值可能不如土鸡蛋。但是事实并非如此，洋鸡蛋的蛋黄中的胆固醇和脂肪含量比土鸡蛋低很多，更适合老年人食用。</p>
<p>苏北洋鸡蛋全城最低<span style=""color: rgb(255, 0, 0);""><span style=""font-size: x-large;"">5.5元/斤</span></span></p>
<p>&nbsp;</p>
<p><span style=""color: rgb(0, 0, 255);"">购买须知：</span></p>
<ul>
    <li><font color=""#0000ff"">1份起售，每份6斤</font></li>
    <li><span style=""color: rgb(0, 0, 255);"">无需预约凭订单号即可领取</span></li>
    <li><span style=""color: rgb(0, 0, 255);"">本商品参与 &ldquo;有些人特惠满100减10活动&rdquo;</span></li>
    <li><span style=""color: rgb(0, 0, 255);"">数量有限，欲购从速</span></li>
</ul>
<p>&nbsp;</p>","images/201410/thumb_img/29_thumb_G_1413164721772.jpg","images/201410/goods_img/29_G_1413164721090.jpg","images/201410/source_img/29_G_1413164721285.jpg","1",,"0","1","0","0","1412580028","960","0","0","0","0","0","0","1414974024","0",,"-1","-1","0",NULL,,"22","<p><img src=""/images/upload/Image/QQ截图20141006231934.jpg"" width=""679"" height=""518"" alt="""" /></p>","0","0"
"30","4","0","0",,"周一至周六 16:00-21:00","021-31131136","广中路805号上海大学科技园区","0","0","1L","0","ECS000030","德运 脱脂奶 1L 澳大利亚进口7.8元 保质期2014年12月","+","2","0",,"0","0.000","9.36","7.80","0.00","0","0","1",,,"<p>来自澳洲的Devondale德运脱脂牛奶，因为减少了牛奶中的脂肪含量，因此口感较淡，不如全脂牛奶般香浓，适合成年人饮用。规格1升。</p>
<p>德运脱脂牛奶超值优惠<span style=""color: rgb(255, 0, 0);""><span style=""font-size: x-large;"">7.8元/盒</span></span></p>
<p>&nbsp;</p>
<p><span style=""color: rgb(0, 0, 255);"">购买须知：</span></p>
<ul>
    <li><font color=""#0000ff"">1份起售，每份1盒</font></li>
    <li><span style=""color: rgb(0, 0, 255);"">无需预约凭订单号即可领取</span></li>
    <li><span style=""color: rgb(0, 0, 255);"">本商品参与 &ldquo;有些人特惠满100减10活动&rdquo;</span></li>
    <li><span style=""color: rgb(0, 0, 255);"">数量有限，欲购从速</span></li>
</ul>
<p>&nbsp;</p>","images/201410/thumb_img/30_thumb_G_1413164581791.jpg","images/201410/goods_img/30_G_1413164581494.jpg","images/201410/source_img/30_G_1413164581034.jpg","1",,"0","1","0","0","1412580403","930","0","0","0","0","0","0","1414974022","0",,"-1","-1","0",NULL,,"100","<p><img src=""/images/upload/Image/QQ截图20141006232541.jpg"" width=""789"" height=""432"" alt="""" /></p>
<p><img src=""/images/upload/Image/QQ截图20141006232551.jpg"" width=""792"" height=""401"" alt="""" /></p>","0","0"
"31","4","0","0",,"周一至周六 16:00-21:00","021-31131136","广中路805号上海大学科技园区","0","0",,"1.5","ECS000031","新疆库尔勒香梨3斤 约10个","+","187","0",,"751","0.000","39.80","24.00","0.00","0","0","1",,,"<p>库尔勒香梨，维吾尔叫&ldquo;奶西姆提&rdquo;，它以皮薄、肉脆、汁多、味甜、酥香、爽口，耐贮藏，营养丰富等特点驰名中外。</p>
<p>印度人称它是&ldquo;中国的王子&rdquo;。原产于新疆南疆巴音郭楞蒙古自治州，阿克苏等地，至今已有1300年的栽培历史，为古老地方优良品种。</p>
<p>因巴州库尔勒市种植面积最多，种植面积达2.4万亩，年产量在一千吨以上。远销美国、东南亚、港、澳等国家和地区。</p>
<p>&nbsp;</p>
<p>新疆库尔勒香梨<span style=""color: rgb(255, 0, 0);"">超低价</span><span style=""font-size: medium;""><span style=""color: rgb(255, 0, 0);"">&nbsp;</span><span style=""color: rgb(255, 0, 0);""><strong><span style=""font-family: 'microsoft yahei'; line-height: 25px;"">24元 &nbsp;10个</span></strong></span></span></p>","images/201410/thumb_img/31_thumb_G_1414437972477.jpg","images/201410/goods_img/31_G_1413164343260.jpg","images/201410/source_img/31_G_1413164343282.jpg","1",,"1","1","0","0","1412662055","997","0","0","0","0","0","0","1415214995","0",,"-1","-1","0",NULL,,"177","<p><img src=""/images/upload/Image/QQ%E6%88%AA%E5%9B%BE20141007220957.jpg"" width=""748"" height=""408"" alt="""" /></p>
<p><img src=""/images/upload/Image/QQ%E6%88%AA%E5%9B%BE20141007221004.jpg"" width=""747"" height=""406"" alt="""" /></p>
<p>&nbsp;</p>","0","0"
"37","4","0","0",,"周一至周六 16:00-21:00","021-31131136","广中路805号上海大学科技园区","0","0","1个","1.5","ECS000037","正宗福建平和特产琯溪红肉蜜柚1个 约3斤","+","420","0",,"709","0.000","31.80","15.00","0.00","0","0","1",,,"<p>福建平和琯溪红肉蜜柚以含维生素c丰富而著称，每一百公克柚子的果肉含量一百二十三毫克多</p>
<p>补充维生素c可保持皮肤弹性、防止皱纹、抑制黑色素形成等功用。</p>
<p>它味道酸甜，略带苦味，含有丰富的维生素C及大量其他招牌营养素，是医学界公认的最具食疗效益的水果。</p>
<p>柚中含有大量的维生素C，能降低血液中的胆固醇，是现代人追求健康的理想食物。</p>
<p>正宗福建平和特产琯溪红肉蜜柚超低价 &nbsp;&nbsp;<span style=""font-size: x-large;""><span style=""color: rgb(255, 0, 0);"">5元/斤！</span></span></p>
<p>&nbsp;</p>","images/201410/thumb_img/37_thumb_G_1414437871489.jpg","images/201410/goods_img/37_G_1413946314222.jpg","images/201410/source_img/37_G_1413946314333.jpg","1",,"1","1","0","0","1413944015","1000","0","0","0","0","0","0","1415216640","0",,"-1","-1","0",NULL,,"98","<p><img src=""/images/upload/Image/CgQI01RAsiiABKg_AAO9J5xw0is91800(2).jpg"" width=""700"" height=""685"" alt="""" /></p>
<p><img src=""/images/upload/Image/CgQI0FPh1lqAWwk8AARluFVEg0w69900(1).jpg"" width=""600"" height=""300"" alt="""" /></p>
<p><img src=""/images/upload/Image/CgQI0FPh1nWAFGNkAAaDYJx9E7o87400(1).jpg"" width=""600"" height=""300"" alt="""" /></p>","0","0"
"36","4","0","0",,"周一至周六 16:00-21:00","021-31131136","广中路805号上海大学科技园区","0","0",,"1.7","ECS000035","正宗福建琯溪白肉蜜柚1个 约3斤","+","255","0",,"980","0.000","18.00","10.00","0.00","0","0","1",,,"<p>蜜柚，又名香泡，是原产于福建琯溪。</p>
<p>它味道酸甜，略带苦味，含有丰富的维生素C及大量其他招牌营养素，是医学界公认的最具食疗效益的水果。</p>
<p>柚中含有大量的维生素C，能降低血液中的胆固醇，是现代人追求健康的理想食物。</p>
<p>正宗福建琯溪白肉蜜柚超低价&nbsp;<span style=""font-size: x-large;""><span style=""color: rgb(255, 0, 0);"">3元/斤！</span></span></p>
<p>&nbsp;</p>","images/201410/thumb_img/36_thumb_G_1414437897960.jpg","images/201410/goods_img/36_G_1413946869925.jpg","images/201410/source_img/36_G_1413946869021.jpg","1",,"1","1","0","0","1413942624","1000","0","0","0","0","0","0","1415216630","0",,"-1","-1","0",NULL,,"77","<p><img src=""/images/upload/Image/eeca760e03d7cd5040ed59e54edda622.jpg"" width=""300"" height=""299"" alt="""" />&nbsp;</p>
<p><img src=""/images/upload/Image/14608805.jpg"" width=""800"" height=""662"" alt="""" /></p>
<p><img src=""/images/upload/Image/CgQI01RAsiiABKg_AAO9J5xw0is91800.jpg"" width=""790"" height=""685"" alt="""" /></p>","0","0"
